prompt_id,prompt,contains_pii,intended_pii,verification_passed,prompt_category,role_context,grade_level_context,pii_findings,pii_count,unique_pii_types,source_entities,entity_count,prompt_length,generated_timestamp,prompt_number
236e9007-3468-4b6e-8609-0b78b5971e43,Call Cory Howard ((671)577-3180x6325) regarding Cassandra Brooks's behavior incident,True,True,True,Educational Professional Query with PII,Registrar,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Call Cory"", ""start_index"": 0, ""end_index"": 9}, {""pii_type"": ""PERSON_NAME"", ""value"": ""regarding Cassandra"", ""start_index"": 38, ""end_index"": 57}, {""pii_type"": ""PERSON_NAME"", ""value"": ""behavior incident"", ""start_index"": 67, ""end_index"": 84}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Call Cory"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""regarding Cassandra"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""behavior incident"", ""context"": ""educational_participant""}]",3,84,2025-08-01T10:28:06.912382,11
434c176b-f0fa-46e3-807c-382b96388dec,Organize workshop on classroom management strategies,True,False,False,Educational Professional Query without PII,Principal,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Organize workshop"", ""start_index"": 0, ""end_index"": 17}, {""pii_type"": ""PERSON_NAME"", ""value"": ""on classroom"", ""start_index"": 18, ""end_index"": 30}, {""pii_type"": ""PERSON_NAME"", ""value"": ""management strategies"", ""start_index"": 31, ""end_index"": 52}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Organize workshop"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""on classroom"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""management strategies"", ""context"": ""educational_participant""}]",3,52,2025-08-01T10:28:07.361422,12
c599ee2c-7c33-44ae-80d3-487a7d5b2623,Review academic achievement gap data,True,False,False,Educational Professional Query without PII,Academic Advisor,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review academic"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""achievement gap"", ""start_index"": 16, ""end_index"": 31}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review academic"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""achievement gap"", ""context"": ""educational_participant""}]",2,36,2025-08-01T10:28:07.359070,13
1cfb75ec-d34b-4bc6-9488-333b2254483f,Plan college readiness workshops for families,True,False,False,Educational Professional Query without PII,Principal,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Plan college"", ""start_index"": 0, ""end_index"": 12}, {""pii_type"": ""PERSON_NAME"", ""value"": ""readiness workshops"", ""start_index"": 13, ""end_index"": 32}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for families"", ""start_index"": 33, ""end_index"": 45}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Plan college"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""readiness workshops"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for families"", ""context"": ""educational_participant""}]",3,45,2025-08-01T10:28:07.365496,14
17e26f5c-b26c-4757-ae45-9021b7f85fbb,Review financial aid eligibility for Luke Martinez based on Needs Improvement,True,True,True,Educational Professional Query with PII,Counselor,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review financial"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""aid eligibility"", ""start_index"": 17, ""end_index"": 32}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Luke"", ""start_index"": 33, ""end_index"": 41}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Martinez based"", ""start_index"": 42, ""end_index"": 56}, {""pii_type"": ""PERSON_NAME"", ""value"": ""on Needs"", ""start_index"": 57, ""end_index"": 65}]",5,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review financial"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""aid eligibility"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Luke"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Martinez based"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""on Needs"", ""context"": ""educational_participant""}]",5,77,2025-08-01T10:28:07.269236,15
0f009a01-a5cb-4c85-866f-629ca0c55b2b,Update policies for student discipline procedures,True,False,False,Educational Professional Query without PII,Teacher,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update policies"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for student"", ""start_index"": 16, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""discipline procedures"", ""start_index"": 28, ""end_index"": 49}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update policies"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for student"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""discipline procedures"", ""context"": ""educational_participant""}]",3,49,2025-08-01T10:28:07.372964,16
2a147a96-1b0c-42eb-a7c8-fc6c1be5a4c3,Coordinate with Jack Mora regarding Ashley Yang's accommodations,True,True,True,Educational Professional Query with PII,Student Services,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Coordinate with"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Jack Mora"", ""start_index"": 16, ""end_index"": 25}, {""pii_type"": ""PERSON_NAME"", ""value"": ""regarding Ashley"", ""start_index"": 26, ""end_index"": 42}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Coordinate with"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Jack Mora"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""regarding Ashley"", ""context"": ""educational_participant""}]",3,64,2025-08-01T10:28:06.878885,17
4b4b254e-a8ed-4a8d-85c9-394864883548,"Update student records for Alexandria Brooks with new address: 84677 Jesse Parks Suite 679, Williamstown, OH 86359",True,True,True,Educational Professional Query with PII,Student Services,College Undergraduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update student"", ""start_index"": 0, ""end_index"": 14}, {""pii_type"": ""PERSON_NAME"", ""value"": ""records for"", ""start_index"": 15, ""end_index"": 26}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Alexandria Brooks"", ""start_index"": 27, ""end_index"": 44}, {""pii_type"": ""PERSON_NAME"", ""value"": ""with new"", ""start_index"": 45, ""end_index"": 53}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Jesse Parks"", ""start_index"": 69, ""end_index"": 80}, {""pii_type"": ""ADDRESS"", ""value"": ""84677 Jesse Parks"", ""start_index"": 63, ""end_index"": 80}, {""pii_type"": ""ZIP_CODE"", ""value"": ""84677"", ""start_index"": 63, ""end_index"": 68}, {""pii_type"": ""ZIP_CODE"", ""value"": ""86359"", ""start_index"": 109, ""end_index"": 114}]",8,"ADDRESS, ZIP_CODE, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Update student"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""records for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Alexandria Brooks"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""with new"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Jesse Parks"", ""context"": ""educational_participant""}]",5,114,2025-08-01T10:28:07.221684,18
8079e2ec-ebdc-4c9d-aef7-c60b42c410db,Send home assignment details to jcarroll@example.org for Michelle Norris,True,True,True,Educational Professional Query with PII,Student Services,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Send home"", ""start_index"": 0, ""end_index"": 9}, {""pii_type"": ""PERSON_NAME"", ""value"": ""assignment details"", ""start_index"": 10, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""to jcarroll"", ""start_index"": 29, ""end_index"": 40}, {""pii_type"": ""PERSON_NAME"", ""value"": ""org for"", ""start_index"": 49, ""end_index"": 56}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Michelle Norris"", ""start_index"": 57, ""end_index"": 72}, {""pii_type"": ""EMAIL"", ""value"": ""jcarroll@example.org"", ""start_index"": 32, ""end_index"": 52}]",6,"EMAIL, PERSON_NAME","[{""entity_type"": ""person"", ""entity_value"": ""Send home"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""assignment details"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""to jcarroll"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""org for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Michelle Norris"", ""context"": ""educational_participant""}, {""entity_type"": ""contact"", ""entity_value"": ""jcarroll@example.org"", ""context"": ""communication""}]",6,72,2025-08-01T10:28:07.256768,19
b4f79201-f319-4ce6-bf98-ce50c01b95b0,Review new curriculum standards for mathematics department,True,False,False,Educational Professional Query without PII,Academic Advisor,Graduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review new"", ""start_index"": 0, ""end_index"": 10}, {""pii_type"": ""PERSON_NAME"", ""value"": ""curriculum standards"", ""start_index"": 11, ""end_index"": 31}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for mathematics"", ""start_index"": 32, ""end_index"": 47}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review new"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""curriculum standards"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for mathematics"", ""context"": ""educational_participant""}]",3,58,2025-08-01T10:28:07.369259,20
7a132566-e6a7-4865-84a6-41c59db1e6a4,Review feedback from parent-teacher conferences,True,False,False,Educational Professional Query without PII,Counselor,Elementary (K-5),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review feedback"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""from parent"", ""start_index"": 16, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""teacher conferences"", ""start_index"": 28, ""end_index"": 47}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review feedback"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""from parent"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""teacher conferences"", ""context"": ""educational_participant""}]",3,47,2025-08-01T10:28:07.370435,21
36b37e52-42d8-45ee-bdc7-c359ad351fd0,Review graduation requirements for next academic year,True,False,False,Educational Professional Query without PII,Department Head,Graduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review graduation"", ""start_index"": 0, ""end_index"": 17}, {""pii_type"": ""PERSON_NAME"", ""value"": ""requirements for"", ""start_index"": 18, ""end_index"": 34}, {""pii_type"": ""PERSON_NAME"", ""value"": ""next academic"", ""start_index"": 35, ""end_index"": 48}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review graduation"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""requirements for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""next academic"", ""context"": ""educational_participant""}]",3,53,2025-08-01T10:28:07.367169,22
eacf5049-f76e-4376-be38-4ba4dce9e1df,Review attendance record for Manuel Hunter - current rate: 97%,True,True,True,Educational Professional Query with PII,Academic Advisor,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review attendance"", ""start_index"": 0, ""end_index"": 17}, {""pii_type"": ""PERSON_NAME"", ""value"": ""record for"", ""start_index"": 18, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Manuel Hunter"", ""start_index"": 29, ""end_index"": 42}, {""pii_type"": ""PERSON_NAME"", ""value"": ""current rate"", ""start_index"": 45, ""end_index"": 57}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review attendance"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""record for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Manuel Hunter"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""current rate"", ""context"": ""educational_participant""}]",4,62,2025-08-01T10:28:07.201018,23
900c1972-a47b-4f8e-b6c1-8082a54cfe9e,Update policies for student discipline procedures,True,False,False,Educational Professional Query without PII,Counselor,Middle School (6-8),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Update policies"", ""start_index"": 0, ""end_index"": 15}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for student"", ""start_index"": 16, ""end_index"": 27}, {""pii_type"": ""PERSON_NAME"", ""value"": ""discipline procedures"", ""start_index"": 28, ""end_index"": 49}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Update policies"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for student"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""discipline procedures"", ""context"": ""educational_participant""}]",3,49,2025-08-01T10:28:07.368348,24
3d36c622-80b2-4011-bae9-3cd241266719,Develop volunteer program for community members,True,False,False,Educational Professional Query without PII,Special Education Coordinator,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Develop volunteer"", ""start_index"": 0, ""end_index"": 17}, {""pii_type"": ""PERSON_NAME"", ""value"": ""program for"", ""start_index"": 18, ""end_index"": 29}, {""pii_type"": ""PERSON_NAME"", ""value"": ""community members"", ""start_index"": 30, ""end_index"": 47}]",3,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Develop volunteer"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""program for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""community members"", ""context"": ""educational_participant""}]",3,47,2025-08-01T10:28:07.364105,25
69def29a-94c1-4463-862b-58fabacd62ec,Review tardiness pattern for Kendra Andrews (current rate: 93%),True,True,True,Educational Professional Query with PII,Academic Advisor,Graduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review tardiness"", ""start_index"": 0, ""end_index"": 16}, {""pii_type"": ""PERSON_NAME"", ""value"": ""pattern for"", ""start_index"": 17, ""end_index"": 28}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Kendra Andrews"", ""start_index"": 29, ""end_index"": 43}, {""pii_type"": ""PERSON_NAME"", ""value"": ""current rate"", ""start_index"": 45, ""end_index"": 57}]",4,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review tardiness"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""pattern for"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Kendra Andrews"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""current rate"", ""context"": ""educational_participant""}]",4,63,2025-08-01T10:28:07.355473,26
f15355de-d78a-4d06-9e0c-f613154678e5,Implement new student information system,True,False,False,Educational Professional Query without PII,Registrar,High School (9-12),"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Implement new"", ""start_index"": 0, ""end_index"": 13}, {""pii_type"": ""PERSON_NAME"", ""value"": ""student information"", ""start_index"": 14, ""end_index"": 33}]",2,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Implement new"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""student information"", ""context"": ""educational_participant""}]",2,40,2025-08-01T10:28:07.366723,27
a479dce2-77ee-400f-b743-c1045953ff90,Review team meeting notes for Karen Melton with Christopher Fleming and Amanda Marquez,True,True,True,Educational Professional Query with PII,Counselor,Graduate,"[{""pii_type"": ""PERSON_NAME"", ""value"": ""Review team"", ""start_index"": 0, ""end_index"": 11}, {""pii_type"": ""PERSON_NAME"", ""value"": ""meeting notes"", ""start_index"": 12, ""end_index"": 25}, {""pii_type"": ""PERSON_NAME"", ""value"": ""for Karen"", ""start_index"": 26, ""end_index"": 35}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Melton with"", ""start_index"": 36, ""end_index"": 47}, {""pii_type"": ""PERSON_NAME"", ""value"": ""Christopher Fleming"", ""start_index"": 48, ""end_index"": 67}, {""pii_type"": ""PERSON_NAME"", ""value"": ""and Amanda"", ""start_index"": 68, ""end_index"": 78}]",6,PERSON_NAME,"[{""entity_type"": ""person"", ""entity_value"": ""Review team"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""meeting notes"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""for Karen"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Melton with"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""Christopher Fleming"", ""context"": ""educational_participant""}, {""entity_type"": ""person"", ""entity_value"": ""and Amanda"", ""context"": ""educational_participant""}]",6,86,2025-08-01T10:28:06.948196,28
